"","X.4","X","Year","Region","FedOk","Gini","R.P.10","Dec_coef","Infl_all","Coef_infl","Unfood_infl","Food_infl","Service_infl","Unempl","GRP","Avinc_mrot","Sh_city","Pre_sch","Av_sub_nom","Av_sub_real","GRP2","Av5_infl","Av4_infl","Av3_infl","Av2_infl","YAv_sub_nom","YAv_sub_real","TAv_sub_nom","TAv_sub_real","G_s","avGRP08","Sd_infl","Infl2","G1","G2","G3","G4","G5"
"1",1,14,2008,"Российская Федерация",0,0.421,16.6,NA,13.2816581,1.132816581,7.964567785,16.47470245,15.94181465,6.2,2.375522,NA,0.735,0.5931688359,305.35,269.5493738,5.643104772484,10.57043298,10.87433315,10.5868646,10.42317179,3664.2,3234.5924856,0.30535,0.2695493738,0.2440110727,3.6052555,0.491044097363522,176.402441885296,5.1,9.8,14.8,22.5,47.8
"2",2,15,2009,"Российская Федерация",0,0.421,16.6,NA,8.797004094,1.087970041,9.653996487,6.079138513,11.60489907,8.3,2.241633,NA,0.735,0.5866300537,398.2,323.090897,5.024918506689,11.35167033,11.25449276,11.36789495,12.57324304,4778.4,3877.090764,0.3982,0.323090897,0.2486915459,3.6052555,0.698798075269246,77.3872810298528,5.2,9.8,14.8,22.5,47.7
"3",3,16,2010,"Российская Федерация",0,0.421,16.6,NA,8.776658722,1.087766587,4.968412097,12.87661123,8.051506407,7.3,2.638286,NA,0.736,0.592,487.2,363.4084585,6.960553017796,10.75859391,10.71953221,11.30015364,11.01668803,5846.4,4360.901502,0.4872,0.3634084585,0.2439091605,3.6052555,0.361972796706542,77.0297383224587,5.2,9.8,14.8,22.5,47.7
"4",4,17,2011,"Российская Федерация",0,0.417,16.2,NA,6.100637542,1.061006375,6.641947679,3.878353359,8.71517988,6.5,3.175153,4.799076212,0.738,0.606,559.62,393.4259349,10.081596573409,10.328201,10.66384395,10.26493253,8.786830932,6715.44,4721.1112188,0.55962,0.3934259349,0.237,3.6052555,0.630969272011105,37.2177784188598,5.2,9.9,14.9,22.6,47.4
"5",5,18,2012,"Российская Федерация",0,0.42,16.4,NA,6.575650038,1.0657565,5.156941936,7.46884913,7.293471357,5.5,3.486415,5.036022555,0.739,0.621,563.4,371.6452708,12.155089552225,9.735766096,9.208781234,7.883960542,7.430316206,6760.8,4459.7432496,0.5634,0.3716452708,0.231,3.6052555,0.277402385233678,43.2391734222494,5.2,9.8,14.9,22.5,47.6
"6",6,19,2013,"Российская Федерация",0,0.419,16.3,NA,6.450195606,1.064501956,4.478413779,7.321923454,8.024570469,5.5,3.77006,4.981402498,0.74,0.63,621.35,385.0362394,14.2133524036,8.677001265,7.555384877,7.144668645,6.337878555,7456.2,4620.4348728,0.62135,0.3850362394,0.2279881537,3.6052555,0.223760474615155,41.6050233556617,5.2,9.8,14.9,22.5,47.6
"7",7,20,2014,"Российская Федерация",0,0.41,16,NA,11.3623451,1.113623451,8.047737646,15.42864187,10.45355775,5.2,4.051477,4.999459849,0.742,0.646,659.8,367.1463776,16.414465881529,7.333432868,6.970626784,6.375304398,6.512904351,7917.6,4405.7565312,0.6598,0.3671463776,0.3261749074,3.6052555,0.60334107646128,129.102886171494,5.2,9.9,14.9,22.6,47.4
"8",8,21,2015,"Российская Федерация",0,0.413,15.7,NA,12.90816482,1.129081648,13.63793058,13.99277803,10.20012548,5.6,4.490979,5.107627829,0.74,0.6623,689.9,340.0069017,20.168892378441,7.834891572,7.600726559,8.105454576,8.8785719,8278.8,4080.0828204,0.6899,0.3400069017,0.3005002133,3.6052555,1.03791603560678,166.620719020286,5.3,10,15,22.6,47.1
"9",9,22,2016,"Российская Федерация",0,0.412,15.5,NA,5.375142191,1.053751422,6.536602167,4.570475562,4.913340245,5.5,4.720499,4.955996132,0.741,0.6649812951,722.9,338.0972505,22.283110809001,8.641870123,9.286632138,10.2055315,12.13259123,8674.8,4057.167006,0.7229,0.3380972505,0.2978205186,3.6052555,0.230340656814677,28.8921535734683,5.3,10.1,15,22.6,47
"10",10,23,2017,"Российская Федерация",0,0.41,15.2,7,2.523063247,1.025230632,2.753485604,1.066688327,4.374192599,5.2,5.102531,4.1896,0.743,0.6645742784,758.2,345.8801355,26.035822605961,8.492887718,8.977562162,9.833282537,9.076642424,9098.4,4150.561626,0.7582,0.3458801355,0.295552854,3.6052555,0.336216921319883,6.36584814836218,5.4,10.1,15.1,22.6,46.8
"11",11,38,2008,"Белгородская область",1,0.401,14.4,NA,13.59745644,1.135974564,6.922692547,18.70096333,14.41695696,3.9,2.085481,NA,0.66,0.6276352522,303.83,268.2075855,4.349231001361,11.12611452,11.46951514,11.38262603,10.78818166,3645.96,3218.491026,0.30383,0.2682075855,0.2858420382,3.5468482,0.62273589907761,184.890821637697,5.6,10.3,15.3,22.7,46.1
"12",12,39,2009,"Белгородская область",1,0.402,14.4,NA,8.945323117,1.089453231,9.098365151,6.131564197,13.1102692,4.7,1.990461,NA,0.658,0.609824626,338.58,274.7165141,3.961934992521,11.89189036,11.93225198,11.71680121,12.95881305,4062.96,3296.5981692,0.33858,0.2747165141,0.2842042194,3.5468482,0.732216479070379,80.0188056675346,5.6,10.3,15.3,22.7,46.1
"13",13,40,2010,"Белгородская область",1,0.403,14.6,NA,9.02682662,1.090268266,3.315983975,11.73278024,11.92341881,5.2,2.600156,NA,0.659,0.615,356.33,265.7909196,6.760811224336,11.32838563,11.017391,11.60481809,11.24707456,4275.96,3189.4910352,0.35633,0.2657909196,0.2805448526,3.5468482,0.5262676494797,81.4835988275406,5.5,10.3,15.2,22.7,46.3
"14",14,41,2011,"Белгородская область",1,0.402,14.4,NA,5.527599254,1.055275993,5.282045032,3.847853374,8.173070888,4.3,3.3101,4.341732102,0.662,0.629,391.07,274.9313469,10.95676201,10.61639172,10.95466099,10.50201311,8.98606725,4692.84,3299.1761628,0.39107,0.2749313469,0.275,3.5468482,0.684614652357236,30.5543535128214,5.5,10.3,15.3,22.7,46.2
"15",15,42,2012,"Белгородская область",1,0.41,15.4,NA,6.244221785,1.062442218,4.445410368,7.301015325,7.650912608,3.7,3.545706,4.697354153,0.664,0.637,411.7,271.5767802,12.572031038436,9.847367195,9.2368472,7.82083073,7.262944522,4940.4,3258.9213624,0.4117,0.2715767802,0.272,3.5468482,0.358778792882498,38.9903057002686,5.4,10.1,15.1,22.6,46.8
"16",16,43,2013,"Белгородская область",1,0.404,14.7,NA,6.265666658,1.062656667,4.133916639,5.933903817,11.24312841,4,3.688748,4.559980788,0.666,0.661,445.74,276.2147797,13.606861807504,8.631653378,7.424498563,6.92228954,5.885304266,5348.88,3314.5773564,0.44574,0.2762147797,0.2693524317,3.5468482,0.351800922239963,39.2585786691729,5.5,10.2,15.2,22.7,46.4
"17",17,44,2014,"Белгородская область",1,0.393,14.2,NA,10.53346904,1.10533469,6.901232912,15.53860839,9.716452669,4,4.008208,4.568239107,0.668,0.679,515.5,286.8504966,16.065731371264,7.191725596,6.757754422,6.011940217,6.25494368,6186,3442.2059592,0.5155,0.2868504966,0.3376108049,3.5468482,0.655563602073542,110.953970016639,5.6,10.4,15.3,22.7,46
"18",18,45,2015,"Белгородская область",1,0.391,13.3,NA,11.3681141,1.113681141,12.04672417,13.30605065,6.847381061,4.1,4.476197,4.749538977,0.669,0.6903,536.03,264.1743724,20.036339582809,7.502435681,7.124679928,7.662393448,8.378562343,6432.36,3170.0924688,0.53603,0.2641743724,0.306296342,3.5468482,1.09277239860435,129.234018190619,5.8,10.6,15.5,22.8,45.3
"19",19,46,2016,"Белгородская область",1,0.397,13.9,NA,4.361298261,1.043612983,4.734360607,4.450384931,3.460331249,4,4.699216,4.769664732,0.671,0.695227409,546.73,255.703292,22.082631014656,7.960230455,8.577100328,9.366054721,10.95000672,6560.76,3068.439504,0.54673,0.255703292,0.2961411668,3.5468482,0.253747667551603,19.0209225214016,5.7,10.4,15.4,22.7,45.8
"20",20,47,2017,"Белгородская область",1,0.393,13.6,6.4,1.533862749,1.015338627,1.679047401,0.725331441,2.551707968,3.9,5.064209,4.009866667,0.673,0.692990851,583.21,266.0521681,25.646212795681,7.720531095,8.092802661,8.708802809,7.807796436,6998.52,3192.6260172,0.58321,0.2660521681,0.2933868867,3.5468482,0.351881307468093,2.35273493276984,5.7,10.5,15.5,22.8,45.5
"21",21,62,2008,"Брянская область",1,0.383,12.7,NA,15.31070954,1.153107095,11.43782582,15.53933692,19.82899602,6.5,0.968854,NA,0.688,0.6117921939,285.81,252.3003325,0.938678073316,11.94851806,12.22280069,11.99217068,12.03028188,3429.72,3027.60399,0.28581,0.2523003325,0.2809231695,1.6875779,1.00353091908299,234.417826618247,6,10.8,15.7,22.8,44.7
"22",22,63,2009,"Брянская область",1,0.386,12.9,NA,10.58807682,1.105880768,13.24238388,8.222100151,10.71421433,10.7,0.980145,NA,0.689,0.6051498649,319.81,259.4869407,0.960684221025,12.83369524,12.8127427,13.11325516,14.83436637,3837.72,3113.8432884,0.31981,0.2594869407,0.2847395084,1.6875779,0.629516459055856,112.107370746221,5.9,10.7,15.6,22.9,44.9
"23",23,64,2010,"Брянская область",1,0.384,12.7,NA,10.61460603,1.10614606,6.387678297,13.82343209,10.22313673,8,1.147776,NA,0.69,0.604,376.19,280.6047373,1.317389746176,12.36425779,12.47660571,13.40112268,12.92470768,4514.28,3367.2568476,0.37619,0.2806047373,0.2859032432,1.6875779,0.5709415955731,112.669861172112,6,10.8,15.7,22.8,44.7
"24",24,65,2011,"Брянская область",1,0.385,12.8,NA,5.843349204,1.058433492,7.45996645,3.260746092,8.47096633,7.1,1.371871,3.54448037,0.691,0.623,366.47,257.6369721,1.882030040641,12.10171503,12.69798078,12.14936243,10.60134063,4397.64,3091.6436652,0.36647,0.2576369721,0.287,1.6875779,0.681680928946153,34.1447299198874,6,10.8,15.6,22.8,44.8
"25",25,66,2012,"Брянская область",1,0.397,14,NA,7.536418507,1.075364185,6.039647281,7.798671933,9.136186456,5.1,1.647266,3.788635871,0.692,0.638,380,250.6659618,2.713485274756,11.29242937,10.53848301,8.992041021,8.202681913,4560,3007.9915416,0.38,0.2506659618,0.284,1.6875779,0.449515170921837,56.7976039126521,5.7,10.4,15.4,22.7,45.8
"26",26,67,2013,"Брянская область",1,0.394,13.6,NA,7.137854573,1.071378546,6.451013668,7.198557684,7.957112582,5.2,1.75865,3.871623439,0.693,0.642,409.39,253.6895245,3.0928498225,9.931439221,8.626298535,7.980136706,6.686525373,4912.68,3044.274294,0.40939,0.2536895245,0.2814740399,1.6875779,0.305050086962051,50.948967905297,5.7,10.5,15.5,22.8,45.5
"27",27,68,2014,"Брянская область",1,0.381,13.5,NA,13.34026838,1.133402684,10.08715241,17.63747226,10.05095085,5,1.960967,3.968131077,0.695,0.676,434.57,241.8169162,3.845391575089,8.326964574,7.768947409,6.836756791,7.336951547,5214.84,2901.8029944,0.43457,0.2418169162,0.3991536399,1.6875779,0.638413635268678,177.962760450428,5.8,10.6,15.5,22.8,45.3
"28",28,69,2015,"Брянская область",1,0.387,12.9,NA,13.14225367,1.131422537,14.15114958,14.15948912,9.235048236,4.6,2.2108,4.251802179,0.698,0.7044,460.98,227.1871018,4.88763664,8.860859819,8.42678512,9.301867802,10.19543181,5531.76,2726.2452216,0.46098,0.2271871018,0.3754815856,1.6875779,1.12936828681911,172.718831526628,5.9,10.7,15.6,22.9,44.9
"29",29,70,2016,"Брянская область",1,0.384,12.7,NA,6.143546949,1.061435469,8.070881726,4.129057757,6.899828163,4.6,2.298446,4.085912315,0.699,0.7151302165,470.64,220.1163231,5.282854014916,9.353888296,10.24956736,11.16907765,13.24121774,5647.68,2641.3958772,0.47064,0.2201163231,0.367654811,1.6875779,0.231745680878977,37.7431691145672,6,10.8,15.7,22.8,44.7
"30",30,71,2017,"Брянская область",1,0.381,12.5,6,2.747050863,1.027470509,3.018891327,2.492464476,2.946933671,4.4,2.531004,3.520266667,0.701,0.7129446764,471.5,215.0916432,6.405981248016,9.415848941,9.890816652,10.82410159,9.587043551,5658,2581.0997184,0.4715,0.2150916432,0.3834975718,1.6875779,0.555192431832097,7.54628844390905,6,10.9,15.7,22.9,44.5
"31",31,86,2008,"Владимирская область",1,0.354,10.3,NA,14.07804238,1.140780424,6.407967085,16.83940823,21.7707211,5.7,1.199418,NA,0.774,0.7829209896,317.48,280.2571973,1.438603538724,11.90936383,11.76017482,11.17423135,11.32404792,3809.76,3363.0863676,0.31748,0.2802571973,0.2327523978,2.0804512,0.784998230712798,198.191277253076,6.7,11.6,16.3,23,42.4
"32",32,87,2009,"Владимирская область",1,0.356,10.4,NA,8.596217119,1.085962171,10.24414319,4.749225017,12.45947173,8.7,1.278151,NA,0.775,0.7376937805,386.19,313.3462419,1.633669978801,12.21994977,11.89317998,12.23457845,13.6993379,4634.28,3760.1549028,0.38619,0.3133462419,0.2207628556,2.0804512,0.871180552787741,73.8949487569887,6.7,11.5,16.3,23,42.5
"33",33,88,2010,"Владимирская область",1,0.366,11.1,NA,9.793130869,1.097931309,4.350473819,14.30624102,9.162618676,6.1,1.554942,NA,0.775,0.748,518.5,386.7555126,2.417844623364,11.22587544,11.31371676,11.97219441,11.30338656,6222,4641.0661512,0.5185,0.3867555126,0.2096332364,2.0804512,0.425560904376016,95.9054122173607,6.4,11.3,16.1,23,43.2
"34",34,89,2011,"Владимирская область",1,0.364,11.1,NA,5.756890135,1.057568901,6.078451221,2.910086785,10.16720256,5.7,1.818426,3.305357968,0.777,0.761,495.11,348.0738977,3.306673117476,11.00792409,11.42340719,10.79767374,9.193034018,5941.32,4176.8867724,0.49511,0.3480738977,0.194,2.0804512,0.574404885270156,33.1417840264603,6.4,11.3,16.1,23,43.2
"35",35,90,2012,"Владимирская область",1,0.374,11.8,NA,6.754964929,1.067549649,4.549440377,8.110619096,7.87776728,4.4,2.004564,3.519583604,0.776,0.775,485.8,320.4566428,4.018276830096,10.26632029,9.51538886,8.035423682,7.756113882,5829.6,3845.4797136,0.4858,0.3204566428,0.179,2.0804512,0.305814032088495,45.62955119202,6.2,11.1,15.9,22.9,43.9
"36",36,91,2013,"Владимирская область",1,0.376,12,NA,7.490850268,1.074908503,5.374967196,8.38318676,9.066297304,3.8,2.163208,3.611219981,0.776,0.776,543.12,336.5589158,4.679468851264,8.95765208,7.713876301,7.42135869,6.254755646,6517.44,4038.7069896,0.54312,0.3365589158,0.1752897126,2.0804512,0.27968608395048,56.1128377375957,6.2,11,15.8,22.9,44.1
"37",37,92,2014,"Владимирская область",1,0.352,11.4,NA,13.29348785,1.132934879,8.981518489,17.9974154,11.27238594,4.3,2.327576,3.703456968,0.777,0.808,592.73,329.8252082,5.417610035776,7.669234106,7.438727372,6.66519967,7.122275697,7112.76,3957.9024984,0.59273,0.3298252082,0.2654715894,2.0804512,0.661157731146316,176.716819218098,6.3,11.2,16,23,43.5
"38",38,93,2015,"Владимирская область",1,0.362,10.9,NA,12.45421818,1.124542182,16.99956892,12.52564307,6.629725611,5.6,2.629455,3.978038558,0.778,0.8273,677.1,333.6986131,6.914033597025,8.584959515,8.284999732,9.141062123,10.35403635,8125.2,4004.3833572,0.6771,0.3336986131,0.268417385,2.0804512,1.52947010035463,155.107550475043,6.5,11.4,16.1,23,43
"39",39,94,2016,"Владимирская область",1,0.356,10.4,NA,4.956573453,1.049565735,6.333865109,5.19922024,2.838793389,5.6,2.826036,3.685686654,0.779,0.8194336843,680.49,318.2622741,7.986479473296,9.106290369,9.960085673,11.0497023,12.87307297,8165.88,3819.1472892,0.68049,0.3182622741,0.2727223582,2.0804512,0.217232942978618,24.5676203949843,6.7,11.5,16.3,23,42.5
"40",40,95,2017,"Владимирская область",1,0.352,10.2,5.2,2.285752292,1.022857523,2.067887757,0.827406796,4.806479787,4.8,3.002736,3.1984,0.781,0.8192819423,727.65,331.9436568,9.016423485696,8.940655567,9.494034882,10.17002479,8.640735502,8731.8,3983.3238816,0.72765,0.3319436568,0.2788822232,2.0804512,0.377851782709795,5.22466354038325,6.8,11.6,16.4,23,42.2
"41",41,110,2008,"Воронежская область",1,0.407,14.9,NA,14.32450491,1.143245049,9.735487073,18.07748686,17.0704148,5.2,1.225911,NA,0.617,0.5157335549,233.71,206.308774,1.502857779921,11.25052887,11.52081074,10.79177221,11.35578762,2804.52,2475.705288,0.23371,0.206308774,0.212844895,2.4825169,0.366199513016242,205.191440916614,5.4,10.2,15.2,22.7,46.5
"42",42,111,2009,"Воронежская область",1,0.401,14.3,NA,10.88587863,1.108858786,12.04945941,6.55043162,16.57497569,8.6,1.291125,NA,0.62,0.5132402091,340.9,276.5989121,1.667003765625,12.07599425,11.66458709,12.33669411,14.2608025,4090.8,3319.1869452,0.3409,0.2765989121,0.2135387449,2.4825169,0.94065100093263,118.502353547091,5.6,10.3,15.3,22.7,46.1
"43",43,112,2010,"Воронежская область",1,0.404,14.7,NA,7.888887598,1.078888876,5.281537775,12.42120973,5.926147178,7.5,1.484326,NA,0.621,0.511,324.6,242.1231232,2.203223674276,11.50840914,11.97222028,13.12456633,12.59206533,3895.2,2905.4774784,0.3246,0.2421231232,0.2104434432,2.4825169,0.214922466640104,62.2345475338782,5.5,10.3,15.2,22.7,46.3
"44",44,113,2011,"Воронежская область",1,0.404,14.6,NA,4.12681299,1.04126813,5.982439585,0.13699987,8.354135678,6.4,2.035755,3.674018476,0.655,0.532,348.08,244.7083725,4.144298420025,11.14337357,11.79229561,11.00198936,9.377118703,4176.96,2936.50047,0.34808,0.2447083725,0.207,2.4825169,0.701403355186348,17.0305854544327,5.5,10.3,15.2,22.7,46.3
"45",45,114,2012,"Воронежская область",1,0.405,14.8,NA,7.26361413,1.072636141,4.43484108,9.413815718,8.278023145,5.5,2.419474,4.109238777,0.659,0.558,413.5,272.7641453,5.853854436676,10.21533237,9.24176685,7.59824254,5.991160115,4962,3273.1697436,0.4135,0.2727641453,0.2,2.4825169,0.356214666863802,52.7600902295356,5.5,10.2,15.2,22.7,46.4
"46",46,115,2013,"Воронежская область",1,0.412,15.5,NA,7.086192766,1.070861928,4.41325197,8.733587411,8.767385604,4.7,2.625783,4.237463977,0.663,0.563,465.32,288.3480533,6.894736363089,8.843239136,7.514487696,6.413625332,5.683576251,5583.84,3460.1766396,0.46532,0.2883480533,0.1939043496,2.4825169,0.260484324544363,50.2141279169107,5.3,10,15.1,22.6,47
"47",47,116,2014,"Воронежская область",1,0.399,15.6,NA,11.93994438,1.119399444,8.138452806,16.57327533,9.361911273,4.5,3.080047,4.592185812,0.667,0.602,524.27,291.7305719,9.486689522209,7.42869189,6.581370137,6.149061838,7.174866734,6291.24,3500.7668628,0.52427,0.2917305719,0.2746647235,2.4825169,0.714910462713319,142.562271797494,5.3,10,15,22.6,47.1
"48",48,117,2015,"Воронежская область",1,0.411,15.5,NA,13.60258469,1.136025847,15.33132469,14.27319736,8.21625776,4.5,3.455668,5.016261526,0.669,0.6381,592.75,292.1279765,11.941641326224,7.63216014,7.568073786,8.74025081,9.486174753,7113,3505.535718,0.59275,0.2921279765,0.2555069224,2.4825169,1.35338184716747,185.030310248622,5.3,10.1,15.1,22.6,46.9
"49",49,118,2016,"Воронежская область",1,0.407,15,NA,5.49050161,1.054905016,6.399062874,5.763612196,2.908726401,4.5,3.500976,4.767246937,0.671,0.6519382002,555.79,259.9406154,12.256832952576,8.748770597,9.935967022,10.84146551,12.76820036,6669.48,3119.2873848,0.55579,0.2599406154,0.2448867368,2.4825169,0.234417395155554,30.1456079294126,5.4,10.2,15.1,22.7,46.6
"50",50,119,2017,"Воронежская область",1,0.399,14.1,6.6,1.49308061,1.014930806,1.589794959,0.055790789,4.046948357,4.3,3.706104,3.910266667,0.673,0.6645758802,602.33,274.7744421,13.735206858816,9.032133986,9.478801345,10.28815857,9.471428433,7227.96,3297.2933052,0.60233,0.2747744421,0.2463081006,2.4825169,0.357579192330704,2.22928970795797,5.6,10.4,15.3,22.8,45.9
"51",51,134,2008,"Ивановская область",1,0.354,10.2,NA,14.5652002,1.145652002,10.56744373,16.12552062,16.14151573,5.2,0.807085,NA,0.808,0.7230341596,324.2,286.1893138,0.651386197225,11.82924929,11.70570546,11.60669764,13.10442274,3890.4,3434.2717656,0.3242,0.2861893138,0.2696562683,1.3453277,0.653590510607027,212.14505686608,6.7,11.6,16.3,23.1,42.3
"52",52,135,2009,"Ивановская область",1,0.353,10.2,NA,8.768327022,1.08768327,11.97569474,2.74849176,17.72159921,10.8,0.812867,NA,0.809,0.7231195593,402.25,326.3769797,0.660752759689,12.27183688,12.33908261,13.58926721,14.67093551,4827,3916.5237564,0.40225,0.3263769797,0.2790880906,1.3453277,1.20524547983665,76.8835587647354,6.7,11.6,16.3,23.1,42.3
"53",53,136,2010,"Ивановская область",1,0.357,10.5,NA,12.1765763,1.121765763,6.535982328,16.95788307,9.453386331,7.6,1.0328,NA,0.808,0.718,426.78,318.3404391,1.06667584,11.61567452,12.36436078,12.66864031,11.62914118,5121.36,3820.0852692,0.42678,0.3183404391,0.2661313848,1.3453277,0.642306499180016,148.269010389722,6.6,11.5,16.3,23,42.6
"54",54,137,2011,"Ивановская область",1,0.359,10.7,NA,6.392741066,1.063927411,7.480884882,2.867484193,11.13176056,6.6,1.219455,3.003579677,0.81,0.72,475.68,334.4141537,1.487070497025,12.32677875,12.54542232,11.81132207,10.45930715,5708.16,4012.9698444,0.47568,0.3344141537,0.244,1.3453277,0.986712766378003,40.8671383369228,6.6,11.5,16.2,23,42.7
"55",55,138,2012,"Ивановская область",1,0.373,11.7,NA,7.119489608,1.071194896,4.768986199,9.31964003,6.101419468,6.3,1.294483,3.47315116,0.81,0.73,481,317.2903359,1.675686237289,11.2870596,10.43133859,9.086801772,9.246388663,5772,3807.4840308,0.481,0.3172903359,0.239,1.3453277,0.618443386432599,50.68713227842,6.3,11.1,15.9,22.9,43.8
"56",56,139,2013,"Ивановская область",1,0.371,11.6,NA,7.354808142,1.073548081,4.310901104,8.970649863,8.639673279,5.2,1.512636,3.481882805,0.811,0.749,528.84,327.7099297,2.288067668496,9.760876927,8.591612121,8.532770978,6.755496912,6346.08,3932.5191564,0.52884,0.3277099297,0.2371514042,1.3453277,0.449304246091173,54.0932028056295,6.3,11.1,16,22.9,43.7
"57",57,140,2014,"Ивановская область",1,0.362,11.3,NA,12.23113634,1.122311363,8.727307933,18.15176004,7.387747736,4.3,1.460326,3.674648902,0.811,0.766,548.21,305.0520092,2.132552026276,8.343116636,8.237074025,6.954894656,7.237084328,6578.52,3660.6241104,0.54821,0.3050520092,0.3377828105,1.3453277,0.531637692760432,149.600696167669,6.4,11.2,16,23,43.4
"58",58,141,2015,"Ивановская область",1,0.358,10.6,NA,13.75867918,1.137586792,16.75038588,12.73178216,10.75241055,5.6,1.746875,3.78139145,0.812,0.7708,574.13,282.9513879,3.051572265625,9.024350175,8.250232615,8.876575287,9.765896841,6889.56,3395.4166548,0.57413,0.2829513879,0.3517883998,1.3453277,1.67870147327142,189.301252778165,6.6,11.5,16.2,23,42.7
"59",59,142,2016,"Ивановская область",1,0.363,10.9,NA,6.030417959,1.06030418,7.073885162,4.98406506,6.098222005,5.6,1.742769,3.817537073,0.813,0.7825543953,627.4,293.4323073,3.037243787361,9.330158773,10.07709861,11.08100502,12.99232643,7528.8,3521.1876876,0.6274,0.2934323073,0.3434669697,1.3453277,0.429820258416764,36.3659407602297,6.5,11.4,16.1,23,43
"60",60,143,2017,"Ивановская область",1,0.362,10.9,5.5,2.951114679,1.029511147,3.172555346,1.187839704,5.467066642,4.7,1.823981,3.301333333,0.814,0.7847806277,649.82,296.4387097,3.326906688361,9.255591817,9.796240203,10.62232742,9.826591953,7797.84,3557.2645164,0.64982,0.2964387097,0.33426544,1.3453277,0.383508523867187,8.70907784860927,6.5,11.4,16.1,23,43
"61",61,158,2008,"Калужская область",1,0.382,12.5,NA,14.89751195,1.14897512,11.20186361,18.39569847,15.76837315,4.6,1.479295,NA,0.753,0.6225747568,197.53,174.3706822,2.188313697025,11.90924846,12.02002338,11.3626099,11.46437446,2370.36,2092.4481864,0.19753,0.1743706822,0.2914469982,2.7340874,0.613887317745603,221.935862300393,6,10.9,15.7,22.9,44.5
"62",62,159,2009,"Калужская область",1,0.385,12.8,NA,10.1904661,1.101904661,10.68910592,4.510862668,16.12097782,6.1,1.526116,NA,0.753,0.6281672682,279.35,226.6585687,2.329030045456,12.58969744,12.23600674,12.59720155,14.20607063,3352.2,2719.9028244,0.27935,0.2266585687,0.288962045,2.7340874,0.980759343003618,103.845599335249,6,10.8,15.6,22.8,44.8
"63",63,160,2010,"Калужская область",1,0.389,13.1,NA,8.487392472,1.084873925,5.754414115,14.25753134,5.949095399,6.7,1.863478,NA,0.752,0.643,341.25,254.5425625,3.472550256484,11.82388312,11.99063385,12.85153387,12.51937787,4095,3054.51075,0.34125,0.2545425625,0.2846325891,2.7340874,0.314955905202972,72.0358309737623,5.9,10.6,15.6,22.8,45.1
"64",64,161,2011,"Калужская область",1,0.39,13.3,NA,6.804990054,1.068049901,8.273310534,3.202517251,9.154281573,5.6,2.32722,4.054711316,0.763,0.654,369.66,259.8796167,5.4159529284,11.28105039,11.74430983,11.15900187,9.335613331,4435.92,3118.5554004,0.36966,0.2598796167,0.28,2.7340874,0.558716286579234,46.3078896350389,5.8,10.6,15.6,22.8,45.2
"65",65,162,2012,"Калужская область",1,0.401,14.4,NA,7.615957216,1.076159572,6.239651204,7.514981461,10.2005041,4.3,2.832999,4.498438517,0.759,0.667,366.7,241.8926532,8.025883334001,10.7385016,10.05413503,8.485479191,7.642904429,4400.4,2902.7118384,0.3667,0.2418926532,0.27,2.7340874,0.357897991363773,58.0028043159425,5.6,10.3,15.3,22.7,46.1
"66",66,163,2013,"Калужская область",1,0.396,13.9,NA,7.609037497,1.076090375,6.356767392,7.991252371,9.248198913,4.5,2.913652,4.453813641,0.759,0.682,402.73,249.5624764,8.489367977104,9.562119824,8.267442253,7.633921275,7.209706837,4832.76,2994.7497168,0.40273,0.2495624764,0.2666187963,2.7340874,0.26237166174892,57.897451630752,5.7,10.4,15.4,22.8,45.7
"67",67,164,2014,"Калужская область",1,0.364,13.2,NA,13.18562227,1.131856223,10.93633856,17.15216696,10.7388093,4.2,3.240244,4.498379546,0.759,0.703,413.87,230.2983802,10.499181179536,8.135439813,7.627699791,7.34265213,7.612497301,4966.44,2763.5805624,0.41387,0.2302983802,0.3588952555,2.7340874,0.745202839988731,173.86063464712,5.9,10.6,15.6,22.8,45.1
"68",68,165,2015,"Калужская область",1,0.378,12.1,NA,14.53575645,1.145357565,16.89196873,16.12399708,8.258970498,4.3,3.363539,4.644258173,0.762,0.7078,470.51,231.8838199,11.313394604521,8.717009962,8.77449023,9.439028109,10.36211248,5646.12,2782.6058388,0.47051,0.2318838199,0.341253329,2.7340874,1.23053911565278,211.288215573717,6.1,11,15.8,22.9,44.2
"69",69,166,2016,"Калужская область",1,0.376,12,NA,5.666236969,1.05666237,8.779578865,4.57135643,2.666076495,4.2,3.678678,4.611540941,0.761,0.7081422856,581.23,271.838795,13.532671827684,9.903079862,10.69154336,11.73614903,13.85868814,6974.76,3262.06554,0.58123,0.271838795,0.3304138328,2.7340874,0.325281928999034,32.1062413888623,6.2,11,15.8,22.9,44.1
"70",70,167,2017,"Калужская область",1,0.364,11,5.5,3.344742707,1.033447427,3.504097018,1.668067708,5.843122951,4,4.115653,3.747733333,0.76,0.7022991599,633.12,288.8204054,16.938599616409,9.667716962,10.18674019,11.05962369,10.01164658,7597.44,3465.8448648,0.63312,0.2888204054,0.34192623,2.7340874,0.315263237772673,11.1873037760297,6.5,11.3,16.1,23,43.1
